match id,team1,team1_id,team2,team2_id,toss winner,toss decision,venue,city,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15,dataset_type
9457510,28,47529,17,40452,18,1,92,21,2,6,2,13530,2.2,3.857142857142857,164.83333333333334,0.0,157.96153846153845,r1
9085040,30,7608,93,9967,94,1,19,10,2,50,1,797,0.8333333333333334,0.6721311475409836,164.6,66.67,154.25,r1
9085418,107,10576,61,8987,64,1,21,85,0,50,1,1525,1.2222222222222223,0.3442622950819672,172.6,0.0,161.9375,r1
9331398,39,12634,54,11591,56,1,27,49,1,36,2,2057,0.2,1.3278688524590163,138.07142857142858,0.0,165.1,r1
9272507,101,33963,3,33921,5,1,14,18,2,5,2,6663,1.3333333333333333,1.0,166.73333333333332,50.0,140.16666666666666,r1
9225376,77,48,109,41,70,0,69,48,0,30,1,1413,1.7,2.463414634146341,162.73333333333332,0.0,0.0,r1
9516338,14,30414,31,48341,31,1,52,1,2,18,3,5893,1.3076923076923077,0.5061728395061729,170.93333333333334,0.0,154.73333333333332,r1
9440493,41,55,85,69,86,1,88,58,2,40,2,5004,1.3125,1.0,170.73333333333332,60.0,164.46666666666667,r1
9457447,28,47529,10,40298,11,1,92,21,1,6,2,13530,0.9090909090909092,1.975609756097561,158.1818181818182,66.67,157.0,r1
9077011,13,40298,44,42573,11,0,70,30,2,6,0,14188,0.875,1.4878048780487805,167.16666666666666,100.0,133.33333333333334,r1
9085355,68,8700,89,9701,90,1,43,52,1,50,1,83,0.625,0.5121951219512195,165.8,0.0,146.3,r1
9076997,66,40452,24,47529,59,0,70,30,2,6,0,14188,1.2,0.4059405940594059,160.4,100.0,127.03333333333332,r1
9587136,29,36084,99,36126,99,1,59,70,2,11,3,13915,1.4,1.0,163.93333333333334,75.0,153.91666666666666,r1
8887801,40,33928,96,33963,35,0,25,55,1,5,0,8252,1.6,1.0,168.0,50.0,161.75,r1
9684667,22,12046,98,15301,98,1,3,27,1,36,4,22350,0.3636363636363636,0.6039603960396039,158.53846153846155,0.0,135.375,r1
9330789,4,11283,30,12473,4,0,36,43,1,36,2,7398,4.0,0.6721311475409836,139.0,100.0,157.25,r1
9098844,8,188,2,293,6,0,70,30,1,2,0,14188,1.4285714285714286,1.0,122.93333333333334,100.0,140.9,r1
9331335,81,14454,32,12669,32,1,27,49,0,36,2,2057,6.0,1.0,144.83333333333334,0.0,158.3181818181818,r1
9085187,27,7258,89,9701,90,1,17,22,0,50,1,2239,0.5294117647058824,1.3278688524590163,161.6,66.67,147.65,r1
9051104,43,40578,45,40564,38,0,54,47,2,32,0,3422,0.75,1.0,169.92857142857142,100.0,172.26666666666668,r1
9271730,54,47480,39,47501,48,0,58,46,0,20,2,17534,0.9090909090909092,1.3278688524590163,154.30769230769232,33.33,163.66666666666666,r1
9051048,51,40564,48,40606,50,1,54,47,2,32,0,3422,2.6,1.9523809523809523,163.3846153846154,50.0,169.46666666666667,r1
9407782,46,48922,87,48943,41,0,83,45,0,35,2,3569,0.6666666666666666,1.0,138.71428571428572,100.0,168.5,r1
9272542,62,33942,73,33935,54,0,25,55,1,5,2,8252,0.9230769230769232,0.5061728395061729,158.13333333333333,0.0,158.71428571428572,r1
9377339,84,62,67,48,70,1,65,74,2,27,3,7020,1.3529411764705883,1.0,153.93333333333334,60.0,200.28571428571428,r1
8950780,41,55,109,41,111,1,27,49,2,51,0,2057,1.9090909090909087,2.463414634146341,153.0,0.0,150.22222222222223,r1
9290917,41,55,34,146,34,1,22,33,2,16,1,17086,4.5,1.196078431372549,175.2,0.0,134.93333333333334,r1
9084655,9,10366,18,6698,7,0,18,29,2,50,1,769,0.7857142857142857,1.4878048780487805,171.33333333333334,50.0,162.4,r1
9516569,23,30421,88,36014,20,0,67,42,2,18,3,13880,0.8125,1.0,174.86666666666667,100.0,185.75,r1
9085215,71,8917,18,6698,19,1,18,29,2,50,1,769,1.4545454545454546,1.0,174.4,50.0,165.58333333333334,r1
9292569,92,34,36,55,36,1,36,43,2,38,2,7398,1.2727272727272727,0.7530864197530864,167.73333333333332,20.0,162.0,r1
9272738,83,33935,52,33942,54,1,60,66,2,5,2,23841,0.6,1.0,157.13333333333333,100.0,142.86666666666667,r1
9331216,106,15497,71,14454,105,0,72,44,0,36,2,4661,0.8571428571428571,1.4878048780487805,135.28571428571428,0.0,125.85714285714286,r1
9128356,88,30393,72,30407,74,1,24,58,2,18,1,16540,1.0,1.0,159.93333333333334,50.0,0.0,r1
9516807,59,48334,43,30400,44,1,27,49,2,18,3,2057,1.1428571428571428,0.6721311475409836,186.4,100.0,175.5,r1
9377318,84,62,67,48,77,0,33,50,2,27,3,3828,1.3157894736842106,1.975609756097561,154.13333333333333,75.0,162.5,r1
9084613,68,8700,33,7727,33,1,82,76,2,50,1,8301,1.25,0.5061728395061729,175.92307692307693,100.0,152.0,r1
9330705,36,12718,25,12389,25,1,72,44,1,36,2,4661,0.0,1.975609756097561,151.66666666666666,0.0,175.0,r1
9717518,8,188,67,48,70,1,13,56,0,7,4,17681,0.8666666666666667,1.6557377049180328,153.4,40.0,139.0,r1
9433535,30,7608,46,8056,47,1,16,12,2,50,3,1245,0.4,1.9523809523809523,158.53333333333333,50.0,164.19230769230768,r1
9692451,42,216,36,55,36,1,49,34,0,15,3,6831,0.2857142857142857,1.0,162.53333333333333,0.0,160.33333333333334,r1
9489451,103,46731,68,46759,101,0,41,52,2,43,3,328,1.0769230769230769,1.0,148.0,0.0,160.53333333333333,r1
9272549,6,33921,95,33956,5,0,6,11,2,5,2,1476,0.2857142857142857,0.3442622950819672,159.26666666666668,25.0,162.63636363636363,r1
9539718,84,62,2,293,77,0,71,75,2,4,2,5949,2.8,3.857142857142857,156.73333333333332,100.0,139.46666666666667,r1
9516779,23,30421,72,30407,74,1,35,31,2,18,3,13453,2.6,1.0,175.06666666666666,80.0,165.75,r1
8887780,40,33928,96,33963,35,0,48,55,0,5,0,440,1.8,1.0,168.0,50.0,158.77777777777777,r1
9220070,8,188,109,41,6,0,59,70,0,8,1,13915,0.5384615384615384,0.3442622950819672,131.8,0.0,153.5,r1
9407733,79,48929,51,48733,53,1,55,16,1,35,2,1231,1.181818181818182,1.4878048780487805,144.2,0.0,143.25,r1
9076822,97,45072,10,40298,11,1,70,30,0,6,0,14188,0.5,1.0,0.0,0.0,118.5,r1
9051097,65,44904,76,40550,78,1,54,47,2,32,0,3422,1.625,1.2469135802469136,174.33333333333334,66.67,168.93333333333334,r1
9484593,85,40550,45,40564,46,1,65,74,2,32,2,7020,1.0,1.4878048780487805,185.4,80.0,0.0,r1
9128426,89,30428,79,30393,81,1,88,58,2,18,1,5004,1.875,0.6721311475409836,171.26666666666668,0.0,167.3,r1
9085278,37,7727,27,7608,27,1,16,12,1,50,1,1245,1.5,1.4878048780487805,164.6,100.0,154.64285714285714,r1
9271695,44,47501,16,47508,17,1,58,46,2,20,2,17534,0.9090909090909092,2.9047619047619047,156.15384615384616,100.0,162.0,r1
9684051,35,12669,54,11591,32,0,72,44,1,36,4,4661,0.0,0.6721311475409836,151.3,100.0,139.75,r1
9516443,23,30421,55,30435,57,1,2,28,2,18,3,2344,0.8666666666666667,1.0,175.6,100.0,143.86666666666667,r1
9085327,21,6698,47,8182,49,1,18,29,2,50,1,769,1.25,1.3278688524590163,160.6,0.0,165.58333333333334,r1
9128552,88,30393,50,48334,52,1,24,58,2,18,1,16540,0.5714285714285714,0.7530864197530864,159.6,0.0,161.75,r1
9076983,97,45072,10,40298,11,1,76,79,2,6,0,10961,0.7777777777777778,0.0163934426229508,181.25,0.0,163.25,r1
9084956,55,8182,110,10618,112,1,37,51,1,50,1,1266,0.6923076923076923,1.4878048780487805,161.53333333333333,50.0,167.7,r1
9725764,41,55,0,27,0,1,4,39,2,0,4,20068,1.8571428571428568,1.3278688524590163,186.53333333333333,80.0,150.19230769230768,r1
9433157,30,7608,23,7258,23,1,17,22,1,50,3,2239,0.3846153846153846,0.2592592592592592,156.4,0.0,150.27272727272728,r1
9457482,97,45072,10,40298,11,1,92,21,2,6,2,13530,0.1666666666666666,1.4878048780487805,170.85714285714286,100.0,152.86363636363637,r1
9097178,105,202,69,272,72,1,1,2,0,47,0,23736,1.5,101.0,185.0,0.0,153.1,r1
9085362,107,10576,47,8182,49,1,21,85,0,50,1,1525,0.7857142857142857,0.3442622950819672,172.6,33.33,161.9375,r1
9097185,42,216,63,237,66,1,1,2,0,22,0,23736,4.0,0.803921568627451,156.28571428571428,0.0,153.1,r1
9457419,90,35790,24,47529,24,1,70,30,1,6,2,14188,0.7,1.2469135802469136,176.0,0.0,149.13333333333333,r1
9684786,106,15497,42,13474,43,1,3,27,0,36,4,22350,1.25,1.4878048780487805,141.75,0.0,135.375,r1
9272493,6,33921,96,33963,5,0,80,78,2,5,2,20782,0.6153846153846154,1.0,159.26666666666668,50.0,138.875,r1
9272703,62,33942,96,33963,54,0,47,14,2,5,2,5312,1.1,3.857142857142857,158.2,33.33,156.70833333333334,r1
9388511,74,17982,1,17583,1,1,13,56,0,42,2,17681,0.7777777777777778,1.9523809523809523,149.46666666666667,100.0,139.0,r1
9262231,12,36070,26,36084,26,1,59,70,0,11,1,13915,1.0,1.3278688524590163,152.33333333333334,50.0,146.2,r1
9087168,0,27,37,216,37,1,6,11,2,17,2,1476,2.833333333333333,1.4878048780487805,161.6,0.0,163.875,r1
9087210,77,48,37,216,37,1,0,0,0,24,2,930,2.833333333333333,1.4878048780487805,170.33333333333334,100.0,156.33333333333334,r1
9433178,37,7727,94,9876,95,1,82,76,2,50,3,8301,1.0,1.975609756097561,157.0,0.0,147.33333333333334,r1
9051195,56,40606,38,40578,50,0,33,50,2,32,0,3828,1.5,41.0,164.07142857142858,66.67,167.35,r1
9433150,24,6838,61,8987,64,1,64,24,0,50,3,7286,0.6923076923076923,0.3442622950819672,176.13333333333333,0.0,154.03571428571428,r1
9128496,82,30407,55,30435,57,1,46,71,2,18,1,18752,0.7857142857142857,1.4878048780487805,149.66666666666666,50.0,164.125,r1
8938341,41,55,22,20,36,0,82,76,1,14,1,8301,0.8076923076923077,1.975609756097561,163.86666666666667,60.0,151.56666666666666,r1
9084662,107,10576,61,8987,64,1,84,63,1,50,1,251,1.0,0.6721311475409836,164.0,0.0,147.76923076923077,r1
9128398,89,30428,55,30435,57,1,24,58,1,18,1,16540,1.5,0.6721311475409836,171.26666666666668,0.0,130.0,r1
9457608,20,40452,81,35790,83,1,70,30,2,6,2,14188,0.5,0.2592592592592592,152.9,0.0,152.33333333333334,r1
9097269,52,22784,62,23316,65,1,75,67,0,10,0,1224,2.0,21.0,138.0,0.0,154.16666666666666,r1
9440563,77,48,36,55,70,0,12,53,2,25,2,23498,1.0,0.3442622950819672,171.46666666666667,20.0,145.625,r1
9457377,15,40424,92,45072,93,1,70,30,1,6,2,14188,0.1428571428571428,41.0,158.6,100.0,140.9,r1
9087091,42,216,22,20,22,1,48,55,1,17,2,440,0.25,0.4059405940594059,162.2,0.0,166.06666666666666,r1
9272388,1,33914,95,33956,2,0,0,0,2,5,2,930,0.8823529411764706,1.4878048780487805,161.6,25.0,155.96666666666667,r1
9680222,32,49650,14,47487,15,1,58,46,0,20,3,17534,0.7272727272727273,2.4285714285714284,148.5,0.0,149.45,r1
9272682,63,33949,3,33921,5,1,48,55,2,5,2,440,0.7692307692307693,1.0,164.06666666666666,66.67,154.93333333333334,r1
9077039,13,40298,24,47529,11,0,70,30,2,6,0,14188,1.8,0.6039603960396039,161.75,33.33,142.43333333333334,r1
9586961,96,38814,40,36098,40,1,89,5,2,11,3,4045,2.0,0.3442622950819672,166.53333333333333,33.33,157.06666666666666,r1
9344313,110,23841,49,23113,51,1,74,69,2,10,2,9582,0.8,1.0,160.2,0.0,152.28571428571428,r1
9051160,85,40550,78,40592,78,0,33,50,2,32,0,3828,0.3333333333333333,1.0,179.0,100.0,164.0,r1
9250394,80,153,104,90,104,1,11,13,0,49,1,3226,0.25,0.024390243902439,154.0,0.0,140.0,r1
9331377,91,14860,54,11591,84,0,27,49,1,36,2,2057,0.7333333333333333,1.0,174.6,0.0,160.0,r1
9849650,112,76,60,209,62,1,90,84,0,53,4,11878,0.6,1.4878048780487805,154.46666666666667,50.0,160.25,r1
9725778,41,55,0,27,0,1,44,7,2,0,4,4794,1.5333333333333334,1.975609756097561,185.86666666666667,100.0,188.375,r1
9225383,77,48,109,41,70,0,69,48,0,30,1,1413,1.5454545454545454,2.463414634146341,162.73333333333332,0.0,0.0,r1
9516429,82,30407,88,36014,89,1,67,42,2,18,3,13880,0.4285714285714285,81.0,164.66666666666666,50.0,186.5,r1
9344383,110,23841,100,23750,110,0,74,69,0,10,2,9582,1.3333333333333333,0.2592592592592592,160.2,100.0,149.04545454545453,r1
9702748,63,33949,96,33963,55,0,42,3,1,5,4,6579,0.6923076923076923,0.0476190476190476,159.33333333333334,50.0,197.0,r1
9094399,67,46766,7,46780,60,0,26,9,2,43,1,1161,0.6923076923076923,0.3442622950819672,155.7,100.0,148.96666666666667,r1
9331055,11,11465,0,11157,9,0,36,43,0,36,2,7398,0.4,1.0,112.1,0.0,157.69230769230768,r1
9076871,97,45072,58,40452,59,1,92,21,2,6,0,13530,1.0,0.0291290416545295,0.0,0.0,0.0,r1
9290959,3,293,75,62,77,1,71,75,2,34,1,5949,0.3333333333333333,0.6721311475409836,154.4,0.0,139.46666666666667,r1
9330922,70,45940,0,11157,63,0,36,43,1,36,2,7398,0.4,1.9523809523809523,132.625,0.0,157.25,r1
9128629,59,48334,72,30407,74,1,46,71,2,18,1,18752,1.1428571428571428,1.975609756097561,176.66666666666666,0.0,157.2,r1
9051202,86,40592,45,40564,80,0,33,50,1,32,0,3828,0.6923076923076923,1.9523809523809523,176.2,33.33,167.35,r1
9407705,60,48733,74,48950,76,1,5,64,0,35,2,7230,0.4761904761904761,0.803921568627451,145.6,100.0,122.75,r1
9388392,109,18570,12,17744,13,1,29,65,0,42,2,3128,0.4705882352941176,3.857142857142857,162.33333333333334,66.67,169.0,r1
9152359,77,48,83,223,70,0,32,36,0,28,1,1672,2.5,81.0,163.6,100.0,159.5,r1
9271779,31,47494,16,47508,28,0,63,26,2,20,2,7041,1.375,1.9523809523809523,155.06666666666666,50.0,130.8,r1
9433549,55,8182,20,6838,21,1,56,54,0,50,3,538,1.4285714285714286,1.0,163.73333333333332,33.33,150.06666666666666,r1
9433255,21,6698,6,10366,7,1,18,29,1,50,3,769,0.9230769230769232,0.6721311475409836,164.13333333333333,66.67,167.3125,r1
9272605,6,33921,73,33935,75,1,60,66,2,5,2,23841,0.5454545454545454,0.2592592592592592,159.26666666666668,20.0,142.60714285714286,r1
9085271,71,8987,18,6698,19,1,84,63,1,50,1,251,0.8181818181818182,0.2592592592592592,151.4,100.0,146.8,r1
9489367,108,46752,86,46738,87,1,68,17,2,43,3,4521,0.8333333333333334,1.0,141.78571428571428,25.0,150.7,r1
9516401,94,36014,50,48334,89,0,12,53,2,18,3,23498,0.6666666666666666,0.024390243902439,172.06666666666666,0.0,148.11111111111111,r1
9290931,84,62,34,146,34,1,71,75,2,34,1,5949,4.25,1.196078431372549,159.33333333333334,0.0,133.8,r1
9516737,94,36014,50,48334,89,0,67,42,1,18,3,13880,1.0588235294117647,2.9047619047619047,183.2,0.0,180.0,r1
8887745,1,33914,53,33949,55,1,0,0,0,5,0,930,0.6923076923076923,0.5121951219512195,160.53333333333333,33.33,158.25,r1
9027444,109,18570,15,17653,16,1,86,35,0,42,0,5396,0.5,0.7530864197530864,163.33333333333334,60.0,181.78571428571428,r1
9457426,97,45072,17,40452,18,1,70,30,2,6,2,14188,0.8,0.6721311475409836,178.0,0.0,149.13333333333333,r1
9407635,79,48929,87,48943,88,1,78,19,0,35,2,6327,0.8181818181818182,101.0,193.0,100.0,175.25,r1
9263078,112,76,5,188,113,0,34,40,0,9,1,1833,1.6,2.9047619047619047,159.93333333333334,33.33,148.0,r1
9516625,89,30428,55,30435,82,0,88,58,2,18,3,5004,1.0,1.0,182.8,0.0,169.3,r1
9087112,41,55,66,118,36,0,79,78,2,23,2,937,2.0,2.463414634146341,171.73333333333332,0.0,154.71428571428572,r1
9388525,18,17653,12,17744,13,1,38,25,1,42,2,664,0.9090909090909092,0.7530864197530864,159.73333333333332,60.0,152.8,r1
9087007,111,41,111,76,111,0,7,41,2,52,2,6348,1.5555555555555556,0.2079207920792079,174.93333333333334,0.0,159.4375,r1
9680194,19,47508,4,49657,17,0,58,46,0,20,3,17534,1.3333333333333333,41.0,147.85714285714286,0.0,153.07142857142858,r1
9330677,70,45940,8,11465,63,0,36,43,1,36,2,7398,1.0,1.9523809523809523,132.625,0.0,155.5,r1
9087140,77,48,85,69,70,0,79,78,2,39,2,937,1.2142857142857142,1.0,166.66666666666666,0.0,154.5,r1
9592477,34,48341,55,30435,57,1,52,1,2,18,3,5893,0.8888888888888888,0.7530864197530864,175.2,0.0,165.66666666666666,r1
9388497,109,18570,1,17583,1,1,28,4,1,42,2,5081,0.4444444444444444,2.9047619047619047,160.8,66.67,134.85,r1
9051076,43,40578,78,40592,80,1,54,47,2,32,0,3422,1.0,1.9523809523809523,169.6153846153846,100.0,168.23333333333332,r1
9077004,97,45072,13,40424,14,1,70,30,0,6,0,14188,1.2,0.024390243902439,181.25,0.0,133.33333333333334,r1
9076843,15,40424,44,42573,45,1,70,30,2,6,0,14188,1.0,0.504950495049505,143.0,0.0,120.26666666666668,r1
9684702,47,13166,56,45933,42,0,72,44,1,36,4,4661,0.0,41.0,131.3,0.0,119.63333333333334,r1
8844338,0,27,85,69,0,0,48,55,1,39,0,440,1.6363636363636365,4.809523809523809,135.93333333333334,100.0,165.53333333333333,r1
9680243,17,47487,39,47501,15,0,58,46,2,20,3,17534,1.0833333333333333,0.5121951219512195,158.46666666666667,0.0,147.63636363636363,r1
9516513,59,48334,80,30428,82,1,72,44,2,18,3,4661,0.65,1.0,184.7692307692308,0.0,125.85714285714286,r1
9327555,16,29763,42,195,43,1,87,8,0,19,1,2190,0.0,0.0384615384615384,0.0,0.0,136.25,r1
9094322,103,46731,68,46759,71,1,84,63,2,43,1,251,0.8947368421052632,1.0,139.6153846153846,0.0,151.9,r1
9085110,9,10366,61,8987,64,1,84,63,1,50,1,251,0.6666666666666666,2.9047619047619047,159.46666666666667,66.67,146.82142857142858,r1
9084788,71,8917,47,8301,64,0,20,61,1,50,1,1637,0.9,0.6721311475409836,178.21428571428572,50.0,171.07142857142858,r1
9150147,3,293,37,216,37,1,15,6,0,3,1,9876,0.5,1.4878048780487805,166.2,33.33,155.375,r1
9076976,50,42573,58,40452,45,0,76,79,0,6,0,10961,1.6,1.4878048780487805,156.0,100.0,163.25,r1
8938411,92,34,22,20,22,1,68,17,1,37,1,4521,0.6538461538461539,0.6721311475409836,157.86666666666667,50.0,141.13333333333333,r1
9262147,12,36070,40,36098,40,1,61,68,0,11,1,1469,1.0,1.6557377049180328,157.0,66.67,135.5,r1
9027437,109,18570,64,17982,67,1,10,83,1,42,0,825,1.1666666666666667,0.6039603960396039,163.33333333333334,66.67,155.625,r1
9097241,72,23316,49,23113,51,1,75,67,0,10,0,1224,0.0,0.0123456790123456,0.0,0.0,142.5,r1
9680236,7,49657,28,49650,29,1,58,46,0,20,3,17534,0.8888888888888888,0.6731372549019607,151.33333333333334,0.0,147.63636363636363,r1
9657101,87,1350,102,251,102,1,31,59,0,44,3,4913,0.0,0.0123456790123456,81.0,0.0,126.0,r1
9615087,26,20,109,41,111,1,9,80,1,13,4,14300,0.8,1.0,174.26666666666668,60.0,151.625,r1
9272514,63,33949,73,33935,55,0,60,66,2,5,2,23841,0.9090909090909092,1.0,172.2,0.0,142.60714285714286,r1
9459820,26,20,5,188,6,1,70,30,1,12,2,14188,1.0588235294117647,1.975609756097561,169.73333333333332,50.0,152.13333333333333,r1
9684408,61,13957,42,13474,43,1,3,27,1,36,4,22350,1.125,1.0,146.6153846153846,0.0,130.5,r1
9639118,3,293,5,188,6,1,76,79,1,2,3,10961,0.375,0.3442622950819672,152.6,50.0,162.4090909090909,r1
9516583,49,30400,79,30393,81,1,44,7,2,18,3,4794,0.7647058823529411,0.6721311475409836,184.2,60.0,185.33333333333331,r1
9433801,71,8987,6,10366,7,1,84,63,1,50,3,251,0.9090909090909092,0.7530864197530864,166.4,33.33,159.5,r1
9330579,36,12718,77,45947,79,1,72,44,0,36,2,4661,0.0,3.857142857142857,151.66666666666666,0.0,165.0,r1
9176327,76,118,67,48,69,0,73,82,1,26,1,17765,0.2631578947368421,0.4059405940594059,121.14285714285714,0.0,140.0,r1
9250289,38,146,102,251,34,0,11,13,0,46,1,3226,0.0,1.0,0.0,0.0,0.0,r1
9433283,71,8987,6,10366,7,1,26,9,1,50,3,1161,1.0,1.0,159.73333333333332,33.33,152.43333333333334,r1
9433192,33,7573,59,8700,30,0,51,62,0,50,3,14265,0.4545454545454545,41.0,159.4,50.0,180.0,r1
9051041,85,40550,38,40578,38,1,54,47,1,32,0,3422,1.5,1.0,176.42857142857142,66.67,169.46666666666667,r1
9262084,29,36084,90,38814,26,0,23,38,0,11,1,11892,0.7142857142857143,1.0,154.54545454545453,0.0,158.5,r1
9484705,85,40550,48,40606,78,0,33,50,2,32,2,3828,0.8333333333333334,1.4878048780487805,195.86666666666667,25.0,156.4,r1
9457475,90,35790,44,42573,45,1,92,21,1,6,2,13530,0.7142857142857143,4.809523809523809,176.0,0.0,152.86363636363637,r1
9830757,69,209,111,76,62,0,85,84,0,53,4,11885,0.75,0.6721311475409836,143.46153846153845,50.0,127.5,r1
9272458,83,33935,53,33949,75,0,40,55,1,5,2,2932,1.0909090909090908,1.0,175.13333333333333,100.0,155.0,r1
9539725,84,62,2,293,77,0,71,75,2,4,2,5949,1.7142857142857142,3.857142857142857,156.73333333333332,100.0,139.46666666666667,r1
9684359,81,14454,82,13131,73,0,39,73,1,36,4,18038,2.0,1.4878048780487805,166.06666666666666,100.0,160.75,r1
9263085,112,76,5,188,113,0,34,40,0,9,1,1833,1.6,2.9047619047619047,159.93333333333334,33.33,148.0,r1
9094266,75,46745,68,46759,71,1,41,52,0,43,1,328,0.75,0.6721311475409836,152.33333333333334,100.0,140.43333333333334,r1
9250324,76,118,102,251,102,1,62,13,0,46,1,1840,3.0,26.0,107.5,0.0,148.5,r1
9587101,45,36098,90,38814,40,0,59,70,0,11,3,13915,0.6153846153846154,1.0,164.66666666666666,66.67,155.1818181818182,r1
9433248,55,8301,61,8917,49,0,20,61,1,50,3,1637,0.7272727272727273,1.9523809523809523,165.0,66.67,171.83333333333334,r1
9094315,67,46766,106,46752,107,1,56,54,2,43,1,538,0.8125,0.0476190476190476,152.11111111111111,100.0,155.93333333333334,r1
9128615,94,36014,31,48341,31,1,88,58,2,18,1,5004,1.3,1.0657894736842106,164.0,100.0,163.9,r1
9094217,57,46773,68,46759,71,1,41,52,2,43,1,328,0.5555555555555556,0.3442622950819672,145.42857142857142,0.0,140.43333333333334,r1
