match id,team1,team1_id,team1_roster_ids,team2,team2_id,team2_roster_ids,winner,winner_id,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,team_count_50runs_last15,team_winp_last5,team1only_avg_runs_last15,team1_winp_team2_last15,ground_avg_runs_last15
8587970,Sy Tr,33963,1506098.0:1749075.0:36665.0:2083409.0:7534652.0:5788320.0:1612610.0:5509524.0:5497274.0:3156033.0:8193310.0:3876613.0,Be Ht,33921,7620269.0:2286472.0:87191.0:2286437.0:2535420.0:3114803.0:4967738.0:3995991.0:3890984.0:7353828.0:6818776.0:5419546.0,Be Ht,33921,Sy Tr,bat,Be Ct Gd,Brisbane,2021-01-04,night match,Bg Bh Le,2020/21,1476,1.2857142857142858,0.25,1000000.0,0.13333333333333333,163.3
8587844,Ae Ss,33914,5056134.0:4685568.0:2285051.0:1635773.0:5776490.0:5469008.0:5554254.0:2170762.0:6718844.0:55299.0:3890998.0,Me Rs,33942,37351.0:7534687.0:5406540.0:181404.0:2669316.0:1594319.0:8176356.0:6842170.0:1905847.0:1906708.0:8277716.0,Ae Ss,33914,Ae Ss,bat,Ae Ol,Adelaide,2021-01-05,night match,Bg Bh Le,2020/21,930,0.9,1.0,1000000.0,0.13333333333333333,156.4
8587816,Ph Ss,33935,2089079.0:2827327.0:1626526.0:4635658.0:1907163.0:3501889.0:7869994.0:5419574.0:3216569.0:1907352.0:1684276.0,Sy Ss,33956,7869987.0:7620283.0:2076192.0:4002340.0:3063696.0:34061.0:3200756.0:49496.0:1506077.0:2904943.0:7537060.0:4756982.0,Ph Ss,33935,Sy Ss,field,Ph Sm,Perth,2021-01-06,day/night match,Bg Bh Le,2020/21,23841,1.6428571428571428,1.6666666666666667,1000000.0,0.4,146.6
8587858,Be Ht,33921,7620269.0:2286472.0:87191.0:2286437.0:2535420.0:3114803.0:4967738.0:3995991.0:3890984.0:7353828.0:6818776.0,Me Ss,33949,363047.0:2275097.0:4230127.0:2275195.0:3901078.0:3737103.0:3501882.0:2656541.0:2337117.0:8131255.0:3731307.0,Be Ht,33921,Me Ss,field,Ca Ol,Carrara,2021-01-07,night match,Bg Bh Le,2020/21,6663,0.5833333333333334,2.0,1000000.0,0.2,140.16666666666669
8588110,Sy Tr,33963,1506098.0:1749075.0:36665.0:2083409.0:2335381.0:6308112.0:1612610.0:5497274.0:5509524.0:3156033.0:8193310.0,Ht Hs,33928,4223883.0:2161599.0:1655436.0:2340372.0:319948.0:6249256.0:5716402.0:5788418.0:3510499.0:3125849.0:6722540.0:309056.0,Sy Tr,33963,Ht Hs,field,Ph Sm,Perth,2021-01-07,day/night match,Bg Bh Le,2020/21,23841,0.375,1.0,1000000.0,0.13333333333333333,146.6
8638062,Cl Ds,17744,1945390.0:8212917.0:3834256.0:3083632.0:6496118.0:2537800.0:6487032.0:1626540.0:8354821.0:4170494.0:5984376.0,Oo,18360,2319638.0:256080.0:7918280.0:3913447.0:6129276.0:2690498.0:2236086.0:2666705.0:3834375.0:4195827.0:4359417.0,Cl Ds,17744,Oo,field,Uy Ol,Dunedin,2021-01-08,day match,Sr Sh,2020/21,5396,2.8,1.0,1000000.0,0.26666666666666666,180.83333333333334
8587795,Ae Ss,33914,5056134.0:4685568.0:2285051.0:5469008.0:5776490.0:1635773.0:5554254.0:2170762.0:6718844.0:55299.0:3890998.0,Me Rs,33942,7534687.0:37351.0:5406540.0:181404.0:6842170.0:8176356.0:2669316.0:1594319.0:1905847.0:8339701.0:8277716.0,Me Rs,33942,Ae Ss,bat,Ae Ol,Adelaide,2021-01-08,day/night match,Bg Bh Le,2020/21,930,0.9,1.0,1000000.0,0.13333333333333333,156.4
8588159,Ph Ss,33935,2089079.0:2827327.0:1626526.0:4635658.0:1907163.0:3501889.0:7869994.0:5419574.0:3216569.0:1684276.0:1907352.0,Sy Tr,33963,1506098.0:1749075.0:36665.0:2083409.0:2335381.0:1612610.0:5497274.0:5509524.0:3156033.0:6521234.0:8193310.0,Ph Ss,33935,Sy Tr,field,Ph Sm,Perth,2021-01-09,day/night match,Bg Bh Le,2020/21,23841,3.8333333333333335,5.0,1000000.0,0.13333333333333333,146.6
8638069,Wn,18570,6718326.0:2653993.0:3083625.0:2486896.0:2288789.0:4950224.0:6718382.0:8187878.0:3083667.0:4950294.0:1585464.0,Nn Ds,17982,7907451.0:4381761.0:1945411.0:3913426.0:258649.0:3519011.0:3834305.0:3776849.0:6718340.0:3566240.0:7907458.0,Wn,18570,Nn Ds,field,Bn Re,Wellington,2021-01-09,day match,Sr Sh,2020/21,825,1.1666666666666667,1.0,1000000.0,0.13333333333333333,153.23076923076923
8710211,Ba,11283,2380454.0:7883504.0:4232164.0:3299407.0:3729984.0:8725723.0:8410772.0:4566540.0:4772494.0:4017523.0:8725730.0,Ud,45961,6004844.0:8118424.0:8168383.0:5442744.0:7430562.0:1940672.0:7851031.0:8145703.0:8442286.0:8228051.0:2224263.0,Ba,11283,Ud,field,Re Ct Sm,1000000.0,2021-01-10,day match,Sd Mq Ai Ty,2020/21,6950,5.0,1.0,1000000.0,0.06666666666666667,142.25
8638076,Cl Ds,17744,1945390.0:3083632.0:3834256.0:270906.0:6496118.0:2537800.0:1626540.0:6487032.0:8354821.0:4170494.0:5984376.0,Cy,17653,2659243.0:4381747.0:6402388.0:2672214.0:3682160.0:4381705.0:3834361.0:3546297.0:1495731.0:4136404.0:3834319.0,Cl Ds,17744,Cl Ds,bat,Hy Ol,Christchurch,2021-01-10,night match,Sr Sh,2020/21,664,1.5,0.5,1000000.0,0.2,152.8
8710204,Hl Ph,12634,7476321.0:3500958.0:3800558.0:5058192.0:2035102.0:8228296.0:6844718.0:4566526.0:8465057.0:6596582.0:7491322.0,Ch,32388,7923180.0:2642751.0:2385991.0:6598612.0:7417003.0:8725170.0:7444443.0:3691050.0:8729020.0:3702782.0:3895611.0,Hl Ph,12634,Ch,field,F B Cy Gd,1000000.0,2021-01-10,day match,Sd Mq Ai Ty,2020/21,24877,1.3333333333333333,2.0,1000000.0,0.06666666666666667,140.04545454545456
8710162,Pb,14454,8127181.0:7491294.0:2789555.0:3759881.0:5958840.0:7556303.0:8180500.0:7570107.0:3068547.0:7881845.0:2282132.0,Ur Ph,15497,8145899.0:8228429.0:233358.0:7491273.0:5061748.0:8725639.0:2282125.0:7935990.0:7491371.0:7558949.0:4141563.0,Pb,14454,Pb,bat,Ar Ct Sm II,1000000.0,2021-01-10,day match,Sd Mq Ai Ty,2020/21,22896,1.1,1.6666666666666667,1000000.0,0.13333333333333333,138.1
8710169,Ta,15413,5644176.0:8420509.0:3163642.0:6685650.0:2735123.0:4377855.0:236480.0:4231968.0:8725478.0:5966148.0:8725492.0,Rs,13131,5994666.0:7584261.0:5788096.0:212029.0:8725121.0:7570121.0:8463888.0:8420502.0:5948172.0:8410625.0:6420252.0,Rs,13131,Rs,field,Ar Ct Sm II,1000000.0,2021-01-10,day match,Sd Mq Ai Ty,2020/21,20628,1.0,2.0,1000000.0,0.0,152.0
8710155,Ka,13474,7833195.0:2789086.0:5444186.0:2954741.0:5447700.0:2944521.0:2970652.0:2969546.0:2176719.0:3693654.0:6420126.0,Ju  Kr,13166,4231695.0:8187276.0:3801559.0:5742498.0:2649485.0:8228408.0:7950165.0:8118137.0:8410765.0:2379712.0:4901196.0,Ka,13474,Ju  Kr,field,Ar Ct Sm,1000000.0,2021-01-10,day match,Sd Mq Ai Ty,2020/21,18927,1000000.0,1.0,1000000.0,0.06666666666666667,127.75
8710183,Tl Nu,15301,7341942.0:7341704.0:3339160.0:210328.0:5038046.0:2238228.0:4118309.0:7342082.0:4149158.0:7341186.0:3696482.0,Jd,45919,3501091.0:5043310.0:7570072.0:5043268.0:247743.0:7558886.0:2966907.0:223117.0:4859476.0:2733842.0:2526390.0,Tl Nu,15301,Jd,field,En Gs,1000000.0,2021-01-10,day match,Sd Mq Ai Ty,2020/21,2057,0.875,1.3333333333333335,1000000.0,0.06666666666666667,175.5
8710190,Am,11220,3085809.0:3495274.0:7883385.0:8724967.0:7556051.0:6692160.0:7879822.0:1932909.0:8410639.0:7581181.0:2733359.0,Hd Ia,12718,5549088.0:8191868.0:4047224.0:5786332.0:2992401.0:8488864.0:7555652.0:8442377.0:7560069.0:4232325.0:7923754.0,Am,11220,Hd Ia,field,En Gs,1000000.0,2021-01-10,night match,Sd Mq Ai Ty,2020/21,2057,1000000.0,1.0,1000000.0,0.06666666666666667,175.5
8710197,Gt,12473,2992639.0:2380447.0:7921003.0:3882850.0:3473546.0:230775.0:8410653.0:3696398.0:5150928.0:7953504.0:5557418.0,Ma,13705,7422673.0:3127354.0:2035025.0:4896520.0:8228107.0:3882913.0:4141584.0:4949216.0:8229283.0:7879829.0:7461495.0,Gt,12473,Ma,field,Mg Ct Gd,1000000.0,2021-01-10,day match,Sd Mq Ai Ty,2020/21,3618,0.0,1.0,1000000.0,0.06666666666666667,130.6
8710176,Oa,14286,7860852.0:8731239.0:7417052.0:2735151.0:3010888.0:6459312.0:4232073.0:4235622.0:8118032.0:8725268.0:8118039.0,Bl,11374,2118066.0:4232024.0:8725415.0:8238726.0:248968.0:3130014.0:6487970.0:6773234.0:8117990.0:8725429.0:222263.0,Bl,11374,Bl,field,Jr Uy Cs,1000000.0,2021-01-10,day match,Sd Mq Ai Ty,2020/21,13516,0.0,0.6666666666666667,1000000.0,0.0,156.375
8587998,Be Ht,33921,7620269.0:2286472.0:87191.0:2286437.0:3114803.0:2535420.0:4967738.0:3995991.0:3890984.0:7353828.0:6818776.0,Sy Ss,33956,7869987.0:7620283.0:2076192.0:4002340.0:3063696.0:34061.0:3200756.0:49496.0:1506077.0:2904943.0:7537060.0,Sy Ss,33956,Sy Ss,field,Ca Ol,Carrara,2021-01-10,night match,Bg Bh Le,2020/21,6663,0.5384615384615384,1.3333333333333335,1000000.0,0.06666666666666667,140.16666666666669
8638083,Cy,17653,4381747.0:2659243.0:6402388.0:2672214.0:3682160.0:4381705.0:3834361.0:3546297.0:1495731.0:4136404.0:3834319.0,Ad,17583,1585457.0:4949776.0:5764576.0:8144184.0:3935854.0:3913440.0:270262.0:6718438.0:5560190.0:7878765.0:7565697.0,Cy,17653,Cy,bat,Hy Ol,Christchurch,2021-01-11,night match,Sr Sh,2020/21,664,0.9090909090909091,2.0,1000000.0,0.3333333333333333,152.8
8710232,Ma Ph,13957,8713263.0:5959834.0:4859490.0:5765934.0:5959876.0:8145878.0:5782440.0:5053026.0:8228044.0:2960957.0:8717827.0,Ga,12389,3880799.0:5150858.0:5062462.0:5785492.0:185100.0:3509428.0:7586970.0:4944400.0:5699700.0:7507163.0:1593997.0,Ma Ph,13957,Ga,field,Hr Sm,1000000.0,2021-01-11,night match,Sd Mq Ai Ty,2020/21,7398,1000000.0,2.0,1000000.0,0.06666666666666667,142.76666666666665
8710239,Aa,11157,3706065.0:3367335.0:4497730.0:5607146.0:232000.0:4232983.0:6692244.0:4757136.0:5966232.0:2223983.0:7342054.0,Ha,12669,4397532.0:5078086.0:5716206.0:7421434.0:6544614.0:8118151.0:3133122.0:7875643.0:3759846.0:2966879.0:3011735.0,Ha,12669,Ha,field,Sd Pr Ct Ay BC,1000000.0,2021-01-11,day match,Sd Mq Ai Ty,2020/21,16876,2.0,0.33333333333333337,1000000.0,0.0,129.8
8710225,Va,15623,5053082.0:7881719.0:2176684.0:7556940.0:7486856.0:3701123.0:3540424.0:7783432.0:8471966.0:7491385.0:1886653.0,Rn,14629,6585242.0:3026421.0:5972868.0:1657375.0:8228100.0:2598063.0:2992408.0:3130840.0:7453697.0:6598528.0:3691106.0,Rn,14629,Rn,field, Ed Hs Il Sl Gd,1000000.0,2021-01-11,day match,Sd Mq Ai Ty,2020/21,14986,0.5,1.0,1000000.0,0.06666666666666667,149.0
8710218,Ss,15203,6471240.0:5980316.0:4232297.0:3766160.0:5980344.0:5717102.0:5002248.0:5064296.0:7422470.0:8228184.0:8118074.0,Sa,14860,7491378.0:2789646.0:5977026.0:6698110.0:2654623.0:8442244.0:3691547.0:7922284.0:2733401.0:7922291.0:4192558.0,Sa,14860,Sa,field,Hr Sm,1000000.0,2021-01-11,day match,Sd Mq Ai Ty,2020/21,7398,0.3333333333333333,0.33333333333333337,1000000.0,0.0,142.76666666666665
8710253,Py,45947,4188001.0:5576402.0:1663885.0:197133.0:8118207.0:5994008.0:8118193.0:8228506.0:8181214.0:230824.0:7858360.0,Ka,13397,249087.0:6585144.0:2981614.0:3029494.0:5126064.0:5784456.0:1660406.0:5126050.0:239931.0:7581223.0:7921346.0,Ka,13397,Py,bat,We Sm,1000000.0,2021-01-11,night match,Sd Mq Ai Ty,2020/21,5004,0.47058823529411764,0.5,1000000.0,0.0,172.33333333333334
8710267,Ma,45954,8724981.0:1656864.0:1663920.0:8118515.0:7341900.0:8118536.0:8228149.0:8724995.0:8442195.0:8145745.0:8228163.0,Mr,13971,8411017.0:8119614.0:8145836.0:8410800.0:8119593.0:8442384.0:8228121.0:8725562.0:8191616.0:8119621.0:8145843.0,Mr,13971,Mr,field,SN Ce Gd,1000000.0,2021-01-11,day match,Sd Mq Ai Ty,2020/21,21958,1000000.0,1000000.0,1000000.0,0.0,97.6
8710274,Br,11465,8187115.0:4831812.0:4192544.0:8419515.0:8118767.0:8410877.0:5595302.0:8410884.0:8500841.0:3043088.0:8725310.0,Al Ph,45926,8145640.0:8725366.0:4131385.0:8725387.0:8118326.0:8118319.0:8118389.0:8464161.0:8442293.0:8725394.0:8500757.0,Br,11465,Br,bat,T I Ma Gd,1000000.0,2021-01-11,day match,Sd Mq Ai Ty,2020/21,17401,1000000.0,1000000.0,1000000.0,0.06666666666666667,115.5
8710281,Mm,45933,1916557.0:2322998.0:1940651.0:8149504.0:8118249.0:8149497.0:8118284.0:8118305.0:8181228.0:8228233.0:8725352.0,Sm,14965,2634281.0:3879259.0:8118585.0:1837261.0:8176055.0:8118578.0:8118599.0:8118550.0:8725681.0:8118571.0:8176069.0,Sm,14965,Sm,field,Si Ra Ml Ce,1000000.0,2021-01-11,day match,Sd Mq Ai Ty,2020/21,13117,2.0,0.0,1000000.0,0.0,113.69999999999999
8710246,Di,12046,197658.0:6785666.0:5636658.0:4231702.0:7861524.0:6511336.0:8058903.0:3715424.0:1956828.0:1657466.0:8118067.0,Mi,11591,8058959.0:2337341.0:3125562.0:2956407.0:4497688.0:5001170.0:3882920.0:7921262.0:5757884.0:1945698.0:8410660.0,Di,12046,Mi,field,We Sm,1000000.0,2021-01-11,day match,Sd Mq Ai Ty,2020/21,5004,0.6875,0.5,1000000.0,0.06666666666666667,172.33333333333334
8588145,Me Ss,33949,363047.0:2275097.0:3737103.0:2275195.0:2336473.0:3901078.0:3501882.0:2656541.0:2337117.0:6308098.0:8131255.0,Ae Ss,33914,5056134.0:4685568.0:2285051.0:1635773.0:5469008.0:5776490.0:5554254.0:3901099.0:2170762.0:6718844.0:3890998.0,Ae Ss,33914,Me Ss,bat,Ae Ol,Adelaide,2021-01-11,night match,Bg Bh Le,2020/21,930,1.0,2.0,1000000.0,0.2,156.4
8588012,Ht Hs,33928,4223883.0:2161599.0:1655436.0:2340372.0:319948.0:6249256.0:8497866.0:5788418.0:3125849.0:6732004.0:6722540.0,Ph Ss,33935,2089079.0:2827327.0:4635658.0:3507090.0:3501889.0:7869994.0:5419574.0:3216569.0:1907352.0:1684276.0:3535783.0:1907163.0,Ph Ss,33935,Ht Hs,bat,Ph Sm,Perth,2021-01-12,day/night match,Bg Bh Le,2020/21,23841,0.625,0.2,1000000.0,0.06666666666666667,146.6
8710288,Ka,13474,7833195.0:2789086.0:2970652.0:5444186.0:2954741.0:2944521.0:5447700.0:2176719.0:3693654.0:2969546.0:6420126.0,Pb,14454,7491294.0:8127181.0:3759881.0:8180500.0:2789555.0:7881845.0:7570107.0:3068547.0:2282132.0:5958840.0:7556303.0,Pb,14454,Pb,field,Ar Ct Sm,1000000.0,2021-01-12,day match,Sd Mq Ai Ty,2020/21,18927,0.2727272727272727,0.4,1000000.0,0.0,127.75
8710295,Ta,15413,5644176.0:8420509.0:8725492.0:4231968.0:3163642.0:2735123.0:6685650.0:8725478.0:236480.0:4377855.0:5966148.0,Ju  Kr,13166,4231695.0:7950165.0:3801559.0:5742498.0:2649485.0:8410765.0:7950179.0:2379712.0:8118137.0:8228408.0:8228401.0,Ju  Kr,13166,Ju  Kr,field,Ar Ct Sm II,1000000.0,2021-01-12,day match,Sd Mq Ai Ty,2020/21,22896,1000000.0,2.0,1000000.0,0.0,138.1
8710302,Ur Ph,15497,8725639.0:7491273.0:233358.0:5061748.0:6651532.0:8228429.0:2282125.0:7558949.0:7491371.0:7935990.0:4141563.0,Rs,13131,5994666.0:7584261.0:5788096.0:8410625.0:6420252.0:7570121.0:7417024.0:5948172.0:212029.0:8463888.0:8420502.0,Rs,13131,Rs,field,Ar Ct Sm II,1000000.0,2021-01-12,day match,Sd Mq Ai Ty,2020/21,20628,5.0,1.4999999999999998,1000000.0,0.0,152.0
8710323,Am,11220,3495274.0:3085809.0:8724967.0:7556051.0:6692160.0:7883385.0:7879822.0:8410639.0:1932909.0:7581181.0:2733359.0,Tl Nu,15301,7341942.0:7341704.0:210328.0:4118309.0:5038046.0:2238228.0:4149158.0:7342082.0:3339510.0:7341186.0:3696482.0,Tl Nu,15301,Tl Nu,field,En Gs,1000000.0,2021-01-12,night match,Sd Mq Ai Ty,2020/21,2057,1.3333333333333333,1.0,1000000.0,0.0,175.5
8710330,Ch,32388,7417031.0:7923180.0:2385991.0:6598612.0:7444443.0:2642751.0:7417003.0:3691050.0:3895611.0:3702782.0:7587068.0,Ma,13705,7422673.0:3127354.0:2035025.0:4896520.0:8228107.0:3882913.0:4141584.0:4949216.0:8229283.0:7879829.0:7560104.0,Ma,13705,Ch,bat,F B Cy Gd,1000000.0,2021-01-12,day match,Sd Mq Ai Ty,2020/21,24877,0.2727272727272727,0.5,1000000.0,0.0,140.04545454545456
8710337,Gt,12473,2992639.0:2380447.0:5150928.0:7921003.0:3882850.0:3473546.0:8410653.0:3696398.0:230775.0:7953504.0:5557418.0,Ud,45961,6004844.0:8118424.0:8168383.0:1940672.0:5442744.0:7430562.0:7851031.0:8228051.0:8442286.0:2224263.0:8725135.0,Gt,12473,Ud,field,Mg Ct Gd,1000000.0,2021-01-12,day match,Sd Mq Ai Ty,2020/21,3618,0.0,2.0,1000000.0,0.06666666666666667,130.6
8710344,Hl Ph,12634,7476321.0:3500958.0:3800558.0:4566526.0:2035102.0:6844718.0:8228296.0:5058192.0:7491322.0:6596582.0:8465057.0,Ba,11283,2380454.0:7883504.0:4232164.0:3299407.0:3729984.0:8410772.0:8725723.0:4566540.0:4772494.0:4017523.0:8725730.0,Ba,11283,Ba,field,Re Ct Sm,1000000.0,2021-01-12,day match,Sd Mq Ai Ty,2020/21,6950,0.8,2.0,1000000.0,0.06666666666666667,142.25
8710414,Al Ph,45926,8145640.0:8118326.0:4131385.0:8118319.0:8725387.0:8725366.0:8118389.0:8442293.0:8725394.0:8500757.0:8464161.0,Nd,45940,2969245.0:4818862.0:1959047.0:190574.0:4119310.0:8725464.0:8118697.0:8118648.0:8411234.0:6486570.0:8725436.0,Nd,45940,Al Ph,bat,Si Ra Ml Ce,1000000.0,2021-01-13,day match,Sd Mq Ai Ty,2020/21,13117,0.0,1000000.0,1000000.0,0.0,113.69999999999999
8710407,Sm,14965,8118550.0:8118571.0:3879259.0:1837261.0:2634281.0:8118599.0:8118585.0:8118578.0:8725688.0:8725681.0:8725674.0,Br,11465,8187115.0:4831812.0:8410877.0:4192544.0:8500841.0:8725310.0:3043088.0:5595302.0:8118767.0:8419515.0:8410884.0,Br,11465,Sm,bat,SN Ce Gd,1000000.0,2021-01-13,day match,Sd Mq Ai Ty,2020/21,21958,0.5,1000000.0,1000000.0,0.0,97.6
8710400,Ch,11857,3730005.0:3339356.0:8410835.0:4231737.0:2632727.0:4393437.0:3501161.0:251509.0:8725646.0:8725667.0:2727304.0,Mr,13971,8411017.0:8119614.0:8145836.0:8410800.0:8442384.0:8119593.0:8191616.0:8725562.0:8145843.0:8119621.0:8228121.0,Ch,11857,Ch,bat,T I Ma Gd,1000000.0,2021-01-13,day match,Sd Mq Ai Ty,2020/21,17401,1000000.0,1000000.0,1000000.0,0.06666666666666667,115.5
8710393,Ma,45954,8724981.0:1663920.0:8118515.0:1656864.0:7341900.0:8118536.0:8724995.0:8228149.0:8228163.0:8442195.0:8145745.0,Mm,45933,1916557.0:2322998.0:8725352.0:1940651.0:8118235.0:8181228.0:8118284.0:8410898.0:8149497.0:8118305.0:8146452.0,Ma,45954,Mm,field,IC Gk Ce Gd,1000000.0,2021-01-13,day match,Sd Mq Ai Ty,2020/21,7307,0.0,1000000.0,1000000.0,0.13333333333333333,143.16666666666669
8710379,Py,45947,4188001.0:5576402.0:1663885.0:197133.0:5994008.0:8118207.0:230824.0:8118193.0:8181214.0:2983224.0:8228506.0,Ha,12669,4397532.0:5078086.0:5716206.0:7421434.0:6544614.0:8118151.0:2966879.0:3011735.0:7875643.0:3133122.0:3759846.0,Ha,12669,Ha,field,Sd Pr Ct Ay BC,1000000.0,2021-01-13,day match,Sd Mq Ai Ty,2020/21,16876,4.0,0.33333333333333337,1000000.0,0.0,129.8
8710372,Aa,11157,3706065.0:3367335.0:4497730.0:232000.0:5607146.0:8725023.0:6692244.0:5966232.0:7342054.0:7922298.0:4757136.0,Di,12046,197658.0:6785666.0:4231702.0:7861524.0:5636658.0:6511336.0:8058903.0:3715424.0:1956828.0:1657466.0:8118067.0,Di,12046,Di,field,We Sm,1000000.0,2021-01-13,day match,Sd Mq Ai Ty,2020/21,5004,0.36363636363636365,0.5,1000000.0,0.0,172.33333333333334
8710365,Rn,14629,6585242.0:3026421.0:1657375.0:2598063.0:5972868.0:2992408.0:3130840.0:7453697.0:8228100.0:3691106.0:6598528.0,Ma Ph,13957,8713263.0:5959834.0:5765934.0:5959876.0:4859490.0:8717827.0:8228044.0:2960957.0:3132086.0:5782440.0:8145878.0,Rn,14629,Ma Ph,field,Hr Sm,1000000.0,2021-01-13,night match,Sd Mq Ai Ty,2020/21,7398,0.4,2.0,1000000.0,0.06666666666666667,142.76666666666665
8710358,Ss,15203,5980316.0:6471240.0:4232297.0:3766160.0:5980344.0:5717102.0:5064296.0:8228184.0:7422470.0:8118074.0:5002248.0,Ga,12389,3880799.0:5150858.0:5785492.0:185100.0:3509428.0:7586970.0:4944400.0:5699700.0:7586963.0:5062462.0:1593997.0,Ga,12389,Ga,field, Ed Hs Il Sl Gd,1000000.0,2021-01-13,day match,Sd Mq Ai Ty,2020/21,14986,1000000.0,1.0,1000000.0,0.0,149.0
